"spearman" "pvalcorr" "pvallinear" "pvalanova" "bootstrap" "pearson" "Ncount"
"rho438" -0.195292025419708 2.19371939092904e-06 0.0802914837093693 4.68949642301964e-181 "sigdifferent" 0.489152797876817 579
"rho439" -0.128882108847834 0.0118049511620895 0.156424948656458 1.31881586816118e-83 "sigdifferent" 0.304219780003816 381
"rho440" -0.120726244673317 0.0158318047707507 0.0389616936845298 2.39345060846846e-15 "notsigdifferent" 0.606955508032123 399
"rho441" -0.134578012079598 0.000905207286708066 0.241352369615179 9.8404458080369e-28 "notsigdifferent" 0.219727167055971 605
"rho442" -0.179517604965042 0.000809455752135642 0.0659518782630768 2.38010061056983e-100 "sigdifferent" 0.456378190864087 345
"rho443" -0.139539325204545 0.00924940129148984 0.0382004216950281 3.25699623268656e-65 "notsigdifferent" 0.609809907047374 347
"rho444" -0.106296317145525 0.0976060849487883 0.00719537361164407 2.30484027512696e-100 "sigdifferent" 0.726341901816431 244
"rho445" -0.186299234006195 0.00219533765166451 0.0335753717853017 6.38579557597404e-18 "notsigdifferent" 0.498320383964873 268
"rho446" -0.0886447410522252 0.207379564517674 0.485461643073512 8.53652598718933e-59 "notsigdifferent" 0.128426818731627 204
"rho447" -0.162504320577467 0.0420082181360983 0.822169121568803 5.29339937719051e-47 "sigdifferent" 0.0110953401972791 157
"rho448" -0.0371760133210947 0.455607987489258 0.169259914844342 2.37820666598273e-41 "notsigdifferent" 0.289147540376806 405
"rho449" -0.109008422544727 0.0284673161839904 0.00452159591256435 1.12229740901483e-49 "notsigdifferent" 0.826941968398636 404
"rho450" 0.0113744872836162 0.730011518495852 0.0728712736892504 2.62758072494108e-81 "sigdifferent" 0.211772974468791 923
"rho451" -0.132543731694057 0.00204473675334553 0.0939073014529095 1.03398495736506e-47 "notsigdifferent" 0.397242204610616 539
"rho452" -0.0737599039313334 0.115340998458512 0.170870764482329 2.9353985328773e-47 "notsigdifferent" 0.338146119765529 457
"rho453" -0.0745412743715016 0.0298725467750688 0.803575823410266 1.23126578548847e-165 "sigdifferent" 0.00944416105446051 849
"rho454" -0.143397623971492 0.0107047121710801 0.419093481528457 2.36268166241222e-27 "notsigdifferent" 0.11140823089317 316
"rho455" -0.15450022025157 0.00724280889330106 0.0153781868308914 2.33112034930134e-47 "notsigdifferent" 0.804541373388013 301
"rho456" -0.158402716015639 2.77185546996954e-06 0.0191574478422233 7.11109694529204e-87 "sigdifferent" 0.314623888345189 867
"rho457" -0.317377727473023 1.80332017892202e-07 0.0015700884742337 7.37406005507017e-52 "sigdifferent" 0.885563126135631 259
"rho458" -0.0463876627402466 0.376216499942772 0.598658840464706 3.84550847387142e-92 "sigdifferent" 0.0415936659816561 366
"rho459" -0.152613812488342 0.00400035194747456 0.585471817639713 3.0872053339676e-35 "notsigdifferent" 0.0445935403779726 354
"rho460" -0.136900950301519 0.000313425106908733 0.0949694888070384 1.02746991013971e-80 "notsigdifferent" 0.347233990877173 689
"rho461" -0.14543982970007 0.0148608772858271 0.00304132177422413 9.8663553636049e-44 "notsigdifferent" 0.851724341579557 280
"rho462" -0.210062818902408 3.98539831440107e-07 0.000460438551628321 8.32397956100813e-175 "sigdifferent" 0.929464022087753 572
"rho463" -0.103640010421183 0.12111306487316 0.489089964844597 6.25706865670294e-28 "sigdifferent" 0.0707441577477892 225
"rho464" -0.136484570089581 3.68561164678607e-05 0.107736473576271 1.03357528435369e-127 "sigdifferent" 0.186705990394338 908
"rho465" -0.138560270805441 0.0166919144762411 0.0187660027095782 4.64461227620335e-52 "sigdifferent" 0.629515433398798 298
"rho466" -0.25240199962149 1.79176745616265e-05 0.0304546359775049 2.27782913929108e-21 "notsigdifferent" 0.569529424935009 282
"rho467" -0.2227988717503 1.39094544989168e-06 0.00266867247450009 6.78923222786389e-18 "notsigdifferent" 0.80107972060688 460
"rho468" -0.189799275160121 2.01370804826681e-06 0.00243079781738226 4.02997590982972e-10 "notsigdifferent" 0.864163229529022 618
"rho469" -0.229389410658692 9.58931364607938e-18 0.0661157021650286 1.53082131044079e-50 "notsigdifferent" 0.254022214044893 1364
"rho470" -0.225375709694385 2.25738551145113e-05 0.136139465759611 9.71334954612338e-16 "notsigdifferent" 0.33035366822843 347
"rho471" -0.113622810595222 1.50923479578488e-06 0.826539931517058 2.48931596729646e-219 "notsigdifferent" 0.00733921824363626 1783
"rho472" -0.17301078921908 0.00231144655337345 0.196897710765372 9.53625512454596e-16 "notsigdifferent" 0.198503917845039 308
"rho473" -0.138288654120905 0.0108026700947271 0.0355683906282884 1.48991731488301e-71 "notsigdifferent" 0.708599562969538 339
"rho474" -0.168835119868448 0.000123760231958872 0.0301595637233584 3.18849609624153e-116 "sigdifferent" 0.570815811459802 512
"rho475" -0.219392455106972 5.68430145414506e-05 0.134271022870193 5.71259441087479e-10 "notsigdifferent" 0.389304272407804 331
"rho476" -0.20218440377616 4.63606054871662e-08 0.000343425385309967 0.990023160362796 "notsigdifferent" 0.898167656280404 718
"rho477" -0.10368571404126 0.000107659310563844 0.845405610346224 4.46059827262847e-191 "sigdifferent" 0.00230044442504082 1390
"rho478" -0.294401435670964 2.37636484307399e-07 0.00082001287206697 8.2092081576289e-19 "notsigdifferent" 0.864525986848402 297
"rho479" -0.146676614231339 0.0012119174211291 0.0247144392864261 3.05395720691584e-66 "notsigdifferent" 0.596391145451006 484
"rho480" -0.234232803520177 0.000395087212419813 4.98886619013296e-05 4.89052071149991e-14 "notsigdifferent" 0.946124401139234 225
"rho481" -0.0340902305534251 0.563811057711753 0.0335086630111759 3.16584672105417e-19 "notsigdifferent" 0.556722933185029 289
"rho482" -0.272189267124988 6.69330646015051e-05 0.0280274570723095 4.99159633627138e-30 "notsigdifferent" 0.580394906679488 209
"rho483" -0.192641828397813 0.00169701799563953 0.0256049613829213 1.83605030798932e-88 "sigdifferent" 0.591945566783076 263
"rho484" -0.105541926095287 0.00336673406308578 0.720798721917173 1.25048761436673e-60 "notsigdifferent" 0.0278131181091229 770
"rho485" -0.257894466117114 9.64328055891943e-06 0.0478361446577932 2.36045647020206e-30 "notsigdifferent" 0.506093254625257 287
"rho486" -0.147885164252004 0.00463687459539004 0.871644577250868 3.08757751368928e-41 "notsigdifferent" 0.00399632210438324 365
"rho487" -0.288309643485551 2.61899143717738e-07 0.0773804793457116 1.20283023410536e-37 "notsigdifferent" 0.4958090617793 308
"rho488" -0.290260569140027 7.6501440159861e-06 0.00854232067543898 2.41164662160759e-50 "sigdifferent" 0.710960647945016 230
"rho489" -0.300962066547875 6.77184262207052e-11 0.340651252778127 1.1332317325812e-24 "notsigdifferent" 0.151443941012186 451
"rho490" -0.143456454247383 0.0194725112072685 0.0920417459654741 1.18866767462186e-56 "sigdifferent" 0.400721846626482 265
"rho491" -0.317617866702142 2.07955430240601e-07 0.236498836215442 1.71078675545738e-35 "notsigdifferent" 0.223752016655051 256
"rho492" -0.200862637105344 0.0014099752458542 0.0547441096904895 6.98841127460759e-28 "notsigdifferent" 0.485681846269557 250
"rho493" -0.199901672440003 6.88019260123716e-05 0.748944435809089 4.29033015505927e-38 "notsigdifferent" 0.0155867458086901 391
"rho494" -0.198394204815681 0.00555296844763693 0.560713356379264 4.99315231187483e-19 "notsigdifferent" 0.059424480949821 194
"rho495" -0.0940721268164618 0.137215317633262 0.896055162541301 4.86744622164518e-56 "sigdifferent" 0.00226818984695384 251
"rho496" -0.321159141827231 1.06643611188699e-07 0.00247737827808348 2.51989842419949e-34 "notsigdifferent" 0.863150242305904 262
"rho497" -0.33626751969338 7.90033359754677e-09 0.0253500300278195 1.00075219447999e-16 "notsigdifferent" 0.751722295938138 280
"rho498" -0.272095720173233 5.62191038617052e-07 0.000809163630158367 0.0939488285360629 "notsigdifferent" 0.911856794705063 328
"rho499" -0.242873619615774 7.12442778687816e-05 0.000945087977688384 1.10092984732052e-11 "notsigdifferent" 0.906289086440328 262
"rho500" -0.248954756465033 2.87941782659675e-07 0.213779491070742 5.01754339806239e-37 "sigdifferent" 0.210807608792511 414
"rho501" -0.273357549083334 1.96622059348868e-07 0.000857569833980963 5.57597704511876e-23 "notsigdifferent" 0.814968028246201 351
"rho502" -0.241535728613206 2.42443394309551e-05 0.08539419444272 8.34151992927653e-57 "sigdifferent" 0.413593608064724 299
"rho503" -0.144329031091865 0.0129314455691343 0.0394763815313321 8.30833400167028e-41 "notsigdifferent" 0.533990478815508 296
"rho504" -0.343329283849103 1.14387374105653e-09 0.0234342937829081 2.16187743719292e-64 "sigdifferent" 0.602989588504224 298
"rho505" -0.318016001443264 9.24512750451944e-10 0.367757490462545 9.51809596520228e-72 "sigdifferent" 0.116923155306395 354
"rho506" -0.144077238266786 0.0196413822107392 0.585759879253463 1.0441940258483e-72 "sigdifferent" 0.0634663405683833 262
"rho507" -0.292045883264165 3.03022187252221e-06 0.0730734320069266 4.1371798129276e-65 "sigdifferent" 0.34715127001751 247
"rho508" -0.215268685299878 6.7784705278993e-05 0.166903483502408 1.51068666210352e-35 "notsigdifferent" 0.291838673829344 337
"rho509" -0.219900480424032 2.32650686377721e-08 1.41771346971168e-05 1.73994799964373e-31 "notsigdifferent" 0.750717975706487 632
"rho510" -0.184491375403485 0.00143216078456418 0.00341593372976012 9.97753956876263e-167 "sigdifferent" 0.906097915760883 296
"rho511" -0.23231312245232 0.00031909893064613 0.756406711441119 2.92955371227283e-42 "notsigdifferent" 0.0172716978600512 236
"rho512" -0.237957410453656 3.31747992585864e-11 0.527393606594507 1.05120249004989e-111 "sigdifferent" 0.0697367373048225 757
"rho513" -0.263821142373637 2.94439316985806e-16 0.0254209431040731 3.21042174376218e-83 "sigdifferent" 0.328843983629185 929
"rho514" -0.341695872669367 1.16066649583098e-10 0.316120351111039 3.59680432953647e-34 "notsigdifferent" 0.125058661500884 337
"rho515" -0.232399185028289 4.13121021167554e-14 0.0349023331150459 2.22786887134492e-70 "notsigdifferent" 0.280405934157186 1031
"rho516" -0.157016582898745 8.13051343258079e-07 0.55427433294817 3.62650685165984e-70 "notsigdifferent" 0.0454491979690752 977
"rho517" -0.215641645462616 7.84391792497141e-06 0.00781264795910921 3.76177660891861e-70 "sigdifferent" 0.786113028986485 422
"rho518" -0.194986156787788 2.57017737919026e-06 0.931257708715705 2.37661858443643e-100 "sigdifferent" 0.00134655853048765 573
"rho519" -0.0758537366295341 0.020561348967755 0.00973824940190014 6.09561870192648e-144 "sigdifferent" 0.698672267353243 932
"rho520" -0.27076756547999 1.1770493350677e-07 0.51903504921586 3.05023676086797e-38 "notsigdifferent" 0.0617687186769897 371
"rho521" -0.213588385799772 2.96507978127407e-05 0.011294216601197 8.15035763199277e-84 "sigdifferent" 0.624166350443327 376
"rho522" -0.238732677527756 1.05952584606061e-12 0.083429516750888 3.54340096667269e-51 "notsigdifferent" 0.212870477808375 867
"rho523" -0.247469906561309 0.000223892676697955 0.558641548142938 5.18164945757052e-41 "sigdifferent" 0.051102230783847 218
"rho524" -0.226685859474469 0.000705728018370006 0.967048180811372 3.57805172822874e-39 "notsigdifferent" 0.000308983415301343 220
"rho525" -0.144837985151352 0.00466874942980856 6.62251890753346e-05 0.139538985561059 "notsigdifferent" 0.967340900436359 380
"rho526" -0.21803791478877 3.03102076430352e-06 0.00316374992100994 1.32109129472445e-45 "notsigdifferent" 0.789826349238139 450
"rho527" -0.242948663720859 1.84520166644574e-05 0.00880615398105922 3.41175136909281e-48 "sigdifferent" 0.708150555790023 304
"rho528" -0.236229909569754 1.37071014846183e-07 0.0009742310714571 6.96673663327242e-39 "notsigdifferent" 0.856675274374073 486
"rho529" -0.193644316168883 0.000607615988201506 0.00921063493366727 3.73794030378424e-35 "notsigdifferent" 0.70395494066534 310
"rho530" -0.1318759331783 0.0126353543789506 0.00899676240008208 2.44406457066882e-48 "sigdifferent" 0.706156919763245 357
"rho531" -0.239762216150646 9.74174156906951e-05 0.0126053514286753 6.30773272724707e-60 "sigdifferent" 0.673030596446446 259
"rho532" -0.204075298676719 2.00406291284885e-05 0.272852852856314 3.68399541668867e-49 "notsigdifferent" 0.195370962874525 430
"rho533" -0.318985477734133 1.07546585502164e-09 0.00157036530352502 1.57295549823066e-135 "sigdifferent" 0.885555198741875 349
"rho534" -0.232568541803981 1.75937955069611e-05 0.752738043396194 7.98359678601615e-42 "notsigdifferent" 0.0216796677032074 334
"rho535" -0.125113154861745 0.0438423386407027 0.0036186523709186 1.9833460314697e-58 "sigdifferent" 0.841318755168449 260
"rho536" -0.20973693650886 0.000209548135388636 0.0801357660806724 6.32920703251241e-26 "notsigdifferent" 0.489504444885837 308
"rho537" -0.240592125950293 3.4435578504844e-08 0.000848345037765185 3.52378443442362e-136 "sigdifferent" 0.910196703843323 513
"rho538" -0.31083596178477 8.88976708505414e-19 3.18807164169009e-08 1.78768990925414e-90 "sigdifferent" 0.894549071914363 773
"rho539" -0.232318886386132 8.21697630284308e-05 0.0278552381445069 1.96036214184872e-24 "notsigdifferent" 0.581191549316508 282
"rho540" -0.300923294268996 3.14782458498815e-18 1.04650776784762e-07 6.16720645360712e-70 "sigdifferent" 0.856183457906776 801
"rho541" -0.187006444576855 0.000759416857682786 0.000658055543739261 2.82063050727973e-24 "notsigdifferent" 0.918765659248792 321
"rho542" -0.22562348935672 7.21839396626542e-05 0.000409227408971416 6.13125015860878e-95 "sigdifferent" 0.892129134514396 304
"rho543" -0.372737932246999 1.58686041092505e-09 0.00389753402857483 9.31524166200344e-31 "sigdifferent" 0.718608808190927 246
"rho544" -0.185825642493846 5.14599801695049e-05 0.00552366954546058 3.65942316486986e-73 "notsigdifferent" 0.812953985527213 469
"rho545" -0.286158833524565 4.25277415109768e-08 0.00153053717350491 1.91034147188076e-20 "notsigdifferent" 0.833927411014301 354
"rho546" -0.201073040239644 0.00238859568047802 0.245646344338454 2.64004839644378e-29 "sigdifferent" 0.216230521877219 226
"rho547" -0.288620472848613 8.25103401433344e-08 0.000462907679905674 7.95372593212184e-10 "notsigdifferent" 0.887673759913929 333
"rho548" -0.203531589481942 0.000247269448517847 0.0371178170920122 3.94986521722795e-34 "notsigdifferent" 0.542649879821975 320
"rho549" -0.200924750302839 0.00084170967693039 0.0127680248208842 1.70105405593681e-141 "sigdifferent" 0.741715965253198 273
"rho550" -0.23083173509003 9.15091004264814e-05 0.000615351931890967 9.04388844968447e-18 "notsigdifferent" 0.831348029744101 282
"rho551" -0.272024240872365 7.48547931186251e-07 0.476297215327555 2.05491842746582e-54 "sigdifferent" 0.0748367723399918 321
"rho552" -0.242187946001894 2.15950599045779e-05 0.463242594691357 3.92284397894799e-55 "sigdifferent" 0.0791817294214195 301
"rho553" -0.212962012483905 0.000519481351284713 0.979535737785488 1.87169912108602e-65 "sigdifferent" 8.75330557913937e-05 262
"rho554" -0.231238265182326 7.62044366061311e-06 0.000599400785744062 2.33802513907913e-127 "sigdifferent" 0.921708110220276 367
"rho555" -0.248285763285396 1.71329907561978e-05 0.000423110663406122 7.00151184013485e-142 "sigdifferent" 0.890940621181798 293
"rho556" -0.253751898687443 4.0765257131624e-12 0.0479168375251549 5.70682593485721e-55 "notsigdifferent" 0.287886120423497 725
"rho557" -0.0905761244092322 0.00710902827016166 0.000256669202721857 7.56012442933783e-80 "notsigdifferent" 0.685302464676388 882
"rho558" -0.196800285019792 0.000322248218512998 0.415237403518567 4.55382157660685e-72 "sigdifferent" 0.136210229371481 330
"rho559" -0.296979515280185 1.12248010526449e-10 0.285302170471285 1.23593486426396e-29 "notsigdifferent" 0.160488299887478 453
"rho560" -0.298120061399137 1.72583856210491e-07 0.4588806250048 2.87198939421446e-96 "sigdifferent" 0.0945046243279745 296
"rho561" -0.144420842673317 1.83974160006908e-05 2.04074813223092e-06 2.50146066216114e-18 "notsigdifferent" 0.810135217840124 873
"rho562" -0.0932268646384662 0.00463195740867007 0.456432999189349 4.45392585814672e-183 "sigdifferent" 0.0815181021552613 921
"rho563" -0.171982327283726 0.000773341615720907 0.000496944088668397 3.77228417644107e-07 "notsigdifferent" 0.885027580845011 379
"rho564" -0.20127365531327 0.000577184075076726 0.0080314923525252 7.23050839155493e-05 "notsigdifferent" 0.716579299108204 289
"rho565" -0.155721093915133 0.0168932816365519 0.000133435035283817 6.27111015003752e-73 "sigdifferent" 0.890216203946263 235
"rho566" -0.279134367046417 2.08196318938928e-09 0.000692822408534676 1.45367643900892e-68 "notsigdifferent" 0.917096578739414 445
"rho567" -0.147911401169748 0.0275578746880916 0.878153299365057 1.08656918104777e-41 "sigdifferent" 0.00312206807422067 222
"rho568" -0.308055192783383 2.03778836592302e-08 0.0798793684420999 2.18027310537333e-74 "sigdifferent" 0.49008452009624 318
"rho569" -0.144966073961517 0.0262704946601165 0.649709144955537 3.24816520352131e-58 "sigdifferent" 0.0445227060004837 235
"rho570" -0.209811069072411 0.000104204535827176 2.4304327205744e-06 3.0854532672754e-142 "sigdifferent" 0.980236548854199 337
"rho571" -0.278701864111358 6.42688042151331e-08 0.00957844966239628 3.07087638280976e-05 "notsigdifferent" 0.700250549631807 364
"rho572" -0.26265702477524 3.13347010111702e-05 0.459927801896242 2.29635013454394e-43 "sigdifferent" 0.0940864849817924 245
"rho573" -0.200607701781642 0.000643744063953216 0.201047910260593 9.99882167224664e-26 "notsigdifferent" 0.255749402341094 286
"rho574" -0.315961932746355 3.35973761470924e-07 0.000241429208710852 7.3509922433867e-126 "sigdifferent" 0.909316300431292 250
"rho575" -0.210509782080617 0.000734574773552794 0.00482439063920163 1.93645292791024e-18 "notsigdifferent" 0.759224603925355 254
"rho576" -0.281549945844274 6.99976694998715e-06 0.000592113403546527 0.220328666902509 "notsigdifferent" 0.922085761875992 247
"rho577" -0.0985274412521849 0.0583034046091761 0.890964341793763 1.65796841836936e-69 "sigdifferent" 0.00414227665713129 370
"rho578" -0.176008025151222 0.000455727725328634 0.498022234906799 1.52743493996832e-57 "sigdifferent" 0.0797340761071985 393
"rho579" -0.140625283147572 0.000197814878234916 0.0508315454105732 1.5715561101799e-136 "sigdifferent" 0.496986841146101 696
"rho580" -0.0820430720444595 0.0958994163019853 0.166316099145318 2.0722149293856e-37 "notsigdifferent" 0.25423381124373 413
"rho581" -0.196008849264816 0.000110627212991223 0.00168537500950032 4.23879843199557e-16 "notsigdifferent" 0.828637878212879 384
"rho582" -0.311011710029316 1.07305609944375e-25 0.0500120102858107 1.10526665403477e-53 "notsigdifferent" 0.264149214493964 1082
"rho583" -0.319480773733627 7.25443363389126e-10 0.00192229357783794 1.06100392155208e-13 "notsigdifferent" 0.768432446713523 355
"rho584" -0.13012760003404 0.00485455489682457 0.000105820356527961 2.53956811678224e-45 "notsigdifferent" 0.960645471152923 467
"rho585" -0.0293485406512182 0.510095973337457 0.000158537198635782 3.76200564152587e-296 "sigdifferent" 0.953785465129117 506
"rho586" -0.266181406951009 3.85960995147179e-05 0.0455223754441906 1.60033391265286e-34 "sigdifferent" 0.51342476218552 233
"rho587" -0.134384794124687 0.0170121025745901 0.150496046215613 3.74029636896376e-92 "sigdifferent" 0.365412629934855 315
"rho588" -0.157689492595663 7.03762637115282e-05 0.564784221169557 4.01126149654126e-50 "notsigdifferent" 0.0582355075928581 630
"rho589" -0.197965311682407 3.13250111803822e-07 0.0273183481690425 2.65897013524326e-64 "notsigdifferent" 0.583698301655223 657
"rho590" -0.204094349798164 4.11669941998102e-06 0.00181556805186026 8.91764365891023e-13 "notsigdifferent" 0.824441994454035 501
"rho591" -0.221422388822705 3.30048214717132e-07 0.0250314233182177 4.32318981186769e-107 "sigdifferent" 0.666664629894585 521
"rho592" -0.320762336043888 1.95510302397578e-14 0.0384686387986456 3.12364829500995e-71 "sigdifferent" 0.480297155773187 542
"rho593" -0.0571334809408431 0.306746961790515 0.198343615229696 7.45190916922403e-36 "notsigdifferent" 0.258399233260413 322
"rho594" -0.129304492487755 0.0212911236440483 0.00320592678404391 7.1724161824874e-30 "notsigdifferent" 0.848640946595309 317
"rho595" -0.0936452250370172 0.132815224886775 0.00793872292560816 1.08325686121161e-69 "sigdifferent" 0.784788449253885 259
"rho596" -0.13258556381718 0.0516674281777797 0.509745613308729 1.8982063521776e-32 "sigdifferent" 0.0644653291790951 216
"rho597" -0.00121224424295282 0.987557354222378 0.015569408679493 4.05113534207653e-11 "notsigdifferent" 0.803375250296276 168
"rho598" -0.136663857781243 0.00518186692072462 0.0412106520324358 1.85938547167204e-28 "notsigdifferent" 0.527864579436371 417
"rho599" -0.245750831157078 0.000112189769876904 0.000726957520938139 1.77008906718979e-51 "sigdifferent" 0.915506857119135 242
"rho600" -0.0903278056021678 0.00392202251352627 0.00188067928511032 5.77288795052091e-145 "sigdifferent" 0.537185472635548 1018
"rho601" -0.225526116510504 0.000119589395252054 0.810462388246121 1.16796709642264e-36 "notsigdifferent" 0.00878388595106708 286
"rho602" -0.118831150788583 0.0110986188520406 0.656772480809579 6.54067135153294e-57 "sigdifferent" 0.0351171318056071 456
"rho603" -0.103161088098618 0.0214385745449175 0.00369961472201437 1.65733694188516e-23 "notsigdifferent" 0.83994420109127 497
"rho604" -0.238727292487918 0.000114854768324656 0.000622618957740448 9.12890043954672e-10 "notsigdifferent" 0.876205773348146 256
"rho605" -0.0817024434842353 0.098522217701218 0.0169365291316764 1.42640385723934e-108 "sigdifferent" 0.712372788707028 410
"rho606" -0.170761509819474 0.00182137220141661 0.00261366980643851 5.81052901415284e-08 "notsigdifferent" 0.860252278168319 331
"rho607" -0.172987141357494 0.00307050312821134 0.931494943019988 9.05169822097627e-63 "sigdifferent" 0.00133726386425329 291
"rho608" -0.204945953048589 4.24935497230347e-05 0.000412577529839461 1.07922574664168e-23 "notsigdifferent" 0.891839869827631 393
"rho609" -0.226638518307871 6.69263774196009e-12 9.25216261015843e-07 5.48831074227296e-102 "sigdifferent" 0.830169743808815 896
"rho610" -0.282790155016917 2.25346013785996e-05 0.543077567998087 1.06912835707307e-29 "notsigdifferent" 0.0480033868873391 218
"rho611" -0.278570105780029 6.49756296602487e-07 0.0262408349004971 7.56557689411782e-57 "sigdifferent" 0.588839361972072 309
"rho612" -0.153677792033901 0.00535447141965108 0.974323472694751 8.68209881102722e-47 "notsigdifferent" 0.000158901276249249 327
"rho613" -0.150251183595259 0.0375099452697974 0.00174655970837979 6.97376501745943e-71 "sigdifferent" 0.880674168201361 192
"rho614" -0.0173833641268655 0.597088893760261 4.37316769819006e-06 5.29164664764358e-245 "sigdifferent" 0.958321321210217 927
"rho615" -0.110353340314628 0.02563162495067 0.00353953812611896 1.10308438868397e-73 "notsigdifferent" 0.84268052353222 409
"rho616" -0.133345466735007 0.00645522971314605 0.944872471278199 2.3681532446404e-65 "sigdifferent" 0.000865437397837226 416
"rho617" -0.152109183923525 5.62509129957537e-06 0.31103391694291 6.46024859964774e-132 "sigdifferent" 0.169382633887831 883
"rho618" -0.312386168120864 2.19698589661437e-07 0.729600255460709 5.12681104693323e-36 "sigdifferent" 0.0213998299401047 264
"rho619" -0.281704287621632 4.33509791966932e-14 1.35350823027956e-07 7.07280830902995e-58 "sigdifferent" 0.831966212290185 692
"rho620" -0.181212429114257 0.00290706512782393 6.22181376521851e-05 2.09731763216816e-28 "notsigdifferent" 0.942039606538335 268
"rho621" -0.293751091393136 1.78048051173491e-08 0.564522527780219 3.95934495837594e-39 "notsigdifferent" 0.070653428451776 354
"rho622" -0.205662222378534 0.00474608037671648 0.954133053804263 2.02708545674911e-39 "sigdifferent" 0.000507348843101562 187
"rho623" -0.23273474322853 0.00018226736429693 0.165817533940333 4.01374987473147e-33 "sigdifferent" 0.254748359242276 254
"rho624" -0.119234551010232 0.03299060044123 0.00447216432125348 1.62786912610557e-101 "sigdifferent" 0.827680081404215 320
"rho625" -0.171293348897279 0.000786866619187634 0.0617433744309815 3.48691570656869e-78 "sigdifferent" 0.466900827486586 381
"rho626" -0.197183686639805 0.000264676444672815 0.0116283706186388 1.36714526432937e-56 "sigdifferent" 0.68125680956467 338
"rho627" -0.131637389931204 0.00268343428795388 0.60412215133654 3.03902721503009e-44 "notsigdifferent" 0.0576226502391734 518
"rho628" -0.199824901422814 2.73850970154482e-07 0.00334417624515887 0.000253677448927312 "notsigdifferent" 0.846126295296606 651
"rho629" -0.191166381599005 1.58436009017628e-05 0.0317775752476301 1.65769720573684e-88 "sigdifferent" 0.563871505883313 503
"rho630" -0.148553688233345 0.0020600944339041 0.000308426930129848 4.16138912980347e-19 "notsigdifferent" 0.93981597806219 428
"rho631" -0.193603242812892 0.00141886909474707 0.028128712724809 1.81738713079266e-105 "sigdifferent" 0.65177423978107 269
"rho632" -0.241180792779334 4.00279564006896e-05 0.664712171326858 1.41162696147134e-39 "notsigdifferent" 0.0406307634834468 284
"rho633" -0.258889763427554 2.74461628404016e-05 0.00469877744616739 1.18980922514463e-25 "notsigdifferent" 0.761256892068132 256
"rho634" -0.0979992652206828 0.178575899717796 0.890152092235038 6.84260843797315e-37 "sigdifferent" 0.00420448318303393 190
"rho635" -0.151880456726378 0.0119860311137744 0.991736887612189 1.62145675806192e-55 "notsigdifferent" 1.9422092663392e-05 273
"rho636" -0.220053489420541 3.59903490371663e-06 0.139168825199375 3.79089163967758e-19 "notsigdifferent" 0.326250099402387 435
"rho637" -0.169213430000049 0.000722032735371505 0.00248057374451523 4.75604682265953e-29 "notsigdifferent" 0.863081183429342 396
"rho638" -0.192152176301325 0.000421603931367164 0.0590979355381456 1.52147579187157e-40 "sigdifferent" 0.419937660231374 333
"rho639" -0.275985149799184 7.98308776667845e-07 0.0203812237400512 6.55483621838652e-15 "notsigdifferent" 0.619849345201446 310
"rho640" -0.197194223376876 0.000421575808531842 0.00105934465882692 1.45503938708797e-76 "sigdifferent" 0.85270064855437 316
"rho641" -0.177702692899466 0.0023455512233944 0.810986815338687 6.79553930397133e-34 "notsigdifferent" 0.0125529266308886 291
"rho642" -0.142629934625415 0.00719180015368692 0.344256380024201 1.62911512680771e-65 "sigdifferent" 0.149377766430051 354
"rho643" -0.190327896498176 0.000756133545578676 0.000455189499302354 8.17381120227619e-34 "notsigdifferent" 0.888292026833717 310
"rho644" -0.153423409429214 1.88131038542357e-06 0.0453602492839131 1.67842387387646e-112 "sigdifferent" 0.256367967960605 956
"rho645" -0.147725995006697 0.0622946532158131 0.00740700735312569 1.14322583734481e-81 "sigdifferent" 0.862819948824044 160
"rho646" -0.127102737303205 0.00657269295122507 0.00312280906480519 1.2499359037979e-145 "sigdifferent" 0.79070890258518 456
"rho647" -0.144452547217317 0.00966700389780366 0.0486126351328932 2.80553681360845e-46 "sigdifferent" 0.573662808473851 320
"rho648" -0.142049054330075 0.000563073666688694 0.00109077168286173 7.9572284698175e-55 "sigdifferent" 0.900841924447111 586
"rho649" -0.139646638698511 0.0254586619892428 0.00817773951990806 6.45490103936757e-98 "sigdifferent" 0.856042728848454 256
"rho650" -0.108322548421081 0.0449907659504876 0.165222852808516 4.55802739666946e-11 "notsigdifferent" 0.293778296428865 343
"rho651" -0.148167938011448 0.00273063800272759 0.0220616071617814 1.29696832372498e-28 "notsigdifferent" 0.610361038419479 407
"rho652" -0.186290480099669 0.00293428040763251 0.00860492361927844 1.88313443864757e-87 "sigdifferent" 0.778000962240439 253
"rho653" -0.214413293243286 0.000196917139967082 0.0108757138094045 1.00978564067773e-15 "notsigdifferent" 0.687933809956584 297
"rho654" -0.0730665205183757 0.170153654286848 0.937632562609469 1.65970591375281e-43 "notsigdifferent" 0.000938717776456911 354
"rho655" -0.18388913866744 0.00365986110541421 0.890685233129763 3.36824998104195e-47 "sigdifferent" 0.00341454285962193 248
"rho656" -0.0588498278139971 0.123038028376329 4.87601446093523e-05 1.60668260812797e-235 "sigdifferent" 0.946530895250767 688
"rho657" -0.0730733183895544 0.236710307736733 0.137733319536144 1.01243800081233e-13 "notsigdifferent" 0.3281851905042 264
