ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111100000000000000 47 733770022753464 111100000000000000 733770022753264 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111100000000000000 733770022753364 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111100000000000000 733770022753564 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111100000000000000 733770022753664 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111100000000000000 733770022753764 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111111100000000000 733770022753404 14.87 12.51 13.80
0111100000000000000 47 733770022753464 111000000000000111 733770022753414 14.87 16.68 16.40
0111100000000000000 47 733770022753464 111000000000000111 733770022753424 14.87 16.68 16.40
0111100000000000000 47 733770022753464 111000000000000011 733770022753434 14.87 16.68 16.40
0111100000000000000 47 733770022753464 111000000000000001 733770022753444 14.87 14.59 13.80
0111100000000000000 47 733770022753464 111100000000000000 733770022753454 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111110000000000000 733770022753474 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111111111111110000 733770022753460 14.87 12.51 13.80
0111100000000000000 47 733770022753464 111111111000000000 733770022753461 14.87 12.51 13.80
0111100000000000000 47 733770022753464 111111000000000000 733770022753462 14.87 12.51 13.80
0111100000000000000 47 733770022753464 111110000000000000 733770022753463 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111100000000000000 733770022753465 14.87 12.51 8.50
0111100000000000000 47 733770022753464 111000000000000000 733770022753466 14.87 12.51 11.10
0111100000000000000 47 733770022753464 111000000000000001 733770022753467 14.87 14.59 13.80
0111100000000000000 95 057564633706102 111100000000000000 157564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 257564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 357564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 457564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 557564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 657564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 757564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111000000000000000 007564633706102 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111100000000000000 017564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 027564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 037564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 047564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 067564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 077564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 050564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 051564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 052564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 053564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 054564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 055564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 056564633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111111100000000000 057064633706102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111000000000000 057164633706102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111110000000000000 057264633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057364633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057464633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057664633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057764633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057504633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057514633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057524633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057534633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057544633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057554633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057574633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057560633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057561633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057562633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057563633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057565633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057566633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057567633706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111000000000000000 057564033706102 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111000000000000000 057564133706102 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111100000000000000 057564233706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564333706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564433706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564533706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057564733706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564603706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564613706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564623706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564643706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564653706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564663706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564673706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111111111000000000 057564630706102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111000000000000 057564631706102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111110000000000000 057564632706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564634706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564635706102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111000000000000000 057564636706102 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111000000000000000 057564637706102 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111111111111000000 057564633006102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111110000000000 057564633106102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111100000000000 057564633206102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111000000000000 057564633306102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111110000000000000 057564633406102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057564633506102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057564633606102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000001 057564633716102 14.87 14.59 13.80
0111100000000000000 95 057564633706102 111110000000000011 057564633726102 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111110000000000111 057564633736102 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111110000000000111 057564633746102 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111111000000000111 057564633756102 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111111000000000011 057564633766102 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111111000000000011 057564633776102 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111111111100000000 057564633700102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111110000000000 057564633701102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111000000000000 057564633702102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111000000000000 057564633703102 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111110000000000000 057564633704102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111110000000000000 057564633705102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564633707102 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564633706002 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564633706202 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000001 057564633706302 14.87 14.59 11.10
0111100000000000000 95 057564633706102 111100000000000011 057564633706402 14.87 16.68 16.40
0111100000000000000 95 057564633706102 111100000000000111 057564633706502 14.87 16.68 13.80
0111100000000000000 95 057564633706102 111100000000000111 057564633706602 14.87 16.68 13.80
0111100000000000000 95 057564633706102 111100000000001111 057564633706702 14.87 16.68 13.80
0111100000000000000 95 057564633706102 111111000000000000 057564633706112 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111100000000000 057564633706122 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111110000000000 057564633706132 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111111000000000 057564633706142 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111111000000000 057564633706152 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111111100000000 057564633706162 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111111110000000 057564633706172 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111111110000000000 057564633706100 14.87 12.51 13.80
0111100000000000000 95 057564633706102 111110000000000000 057564633706101 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111100000000000000 057564633706103 14.87 12.51 8.50
0111100000000000000 95 057564633706102 111000000000000000 057564633706104 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111000000000000000 057564633706105 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111000000000000000 057564633706106 14.87 12.51 11.10
0111100000000000000 95 057564633706102 111000000000000000 057564633706107 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111111111100000000 000451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111000000000 100451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 200451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 300451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111000000000000 400451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111110000000000000 500451113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 600451113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111110000000000000 710451113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111111000000000000 720451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 730451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 740451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 750451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 760451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 770451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 701451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111000000000 702451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111000000000 703451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111000000000 704451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111100000000 705451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111100000000 706451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111100000000 707451113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 700051113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111000000000000 700151113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111110000000000000 700251113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700351113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700551113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111000000000000000 700651113741064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111000000000000000 700751113741064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111100000000000000 700401113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700411113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700421113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700431113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700441113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700461113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700471113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111000000000000000 700450113741064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111110000000000000 700452113741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111111000000000000 700453113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 700454113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 700455113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111100000000000 700456113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 700457113741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111111111111 700451013741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111000000000 700451213741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111111110000 700451313741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111111111111 700451413741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451513741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451613741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451713741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451103741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451123741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451133741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451143741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451153741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451163741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451173741064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451110741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111110000000 700451111741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111000000000000 700451112741064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111000000000000000 700451114741064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111111111111111111 700451115741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451116741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451117741064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113041064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113141064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113241064 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111000 700451113341064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111111110000000 700451113441064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 700451113541064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111110000000000000 700451113641064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111000000000000000 700451113701064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111000000000000000 700451113711064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111000000000000000 700451113721064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111100000000000000 700451113731064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113751064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111110000000000000 700451113761064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111110000000000000 700451113771064 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111111000000000000 700451113740064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111000000000000000 700451113742064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111000000000000000 700451113743064 14.87 12.51 11.10
0111100000000000000 235 700451113741064 110000000000000000 700451113744064 14.87 12.51 13.80
0111100000000000000 235 700451113741064 110000000000000011 700451113745064 14.87 16.68 11.10
0111100000000000000 235 700451113741064 110000000000000111 700451113746064 14.87 16.68 16.40
0111100000000000000 235 700451113741064 110000000000000011 700451113747064 14.87 16.68 11.10
0111100000000000000 235 700451113741064 111100000000000000 700451113741164 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113741264 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113741364 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113741464 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113741564 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113741664 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111100000000000000 700451113741764 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113741004 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113741014 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113741024 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113741034 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113741044 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111000000000000000 700451113741054 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111110000000000000 700451113741074 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111111111111111111 700451113741060 14.87 4.17 8.50
0111100000000000000 235 700451113741064 111111111111110000 700451113741061 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111111110000000000 700451113741062 14.87 12.51 13.80
0111100000000000000 235 700451113741064 111110000000000000 700451113741063 14.87 12.51 8.50
0111100000000000000 235 700451113741064 111000000000000000 700451113741065 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111000000000000000 700451113741066 14.87 12.51 11.10
0111100000000000000 235 700451113741064 111111111111111111 700451113741067 14.87 4.17 8.50
0111100000000000000 257 350225273525037 111100000000000000 050225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 150225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 250225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 450225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 550225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 650225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 750225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111000000000000000 300225273525037 14.87 12.51 11.10
0111100000000000000 257 350225273525037 111000000000000000 310225273525037 14.87 12.51 11.10
0111100000000000000 257 350225273525037 111000000000000000 320225273525037 14.87 12.51 11.10
0111100000000000000 257 350225273525037 111100000000000000 330225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 340225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 360225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 370225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 351225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 352225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 353225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 354225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 355225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 356225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 357225273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111110000000000000 350025273525037 14.87 12.51 8.50
0111100000000000000 257 350225273525037 111100000000000000 350125273525037 14.87 12.51 8.50
