ParentPhenotyope MutantPhenotype proportion KC_col1 KC_col4 Conditional_Complexity
 1000100000000000 0010111001110100 0.010725 16.00 24.00 42.50
 1000100000000000 1000100000000000 0.35462083333333333 16.00 16.00 25.00
 1000100000000000 1100010000000000 0.0106875 16.00 16.00 27.50
 1000100000000000 1110101011100000 0.021683333333333332 16.00 20.00 37.50
 1000100000000000 1110000000000000 0.0010291666666666667 16.00 12.00 30.00
 1000100000000000 1100111001100000 0.00029583333333333333 16.00 20.00 37.50
 1000100000000000 0110111011000000 0.00028333333333333335 16.00 22.00 37.50
 1000100000000000 1100100000000000 0.010558333333333333 16.00 16.00 30.00
 1000100000000000 1110010000000000 0.0001125 16.00 18.00 32.50
 1000100000000000 1111111111111111 0.0 16.00 4.00 25.00
 1000100000000000 0100110000000000 0.011120833333333333 16.00 20.00 32.50
 1000100000000000 1000100010000000 0.020595833333333334 16.00 16.00 27.50
 1000100000000000 0100110001000000 0.0 16.00 22.00 32.50
 1000100000000000 1000110000000000 0.011120833333333333 16.00 18.00 32.50
 1000100000000000 0100111000000000 0.00014166666666666668 16.00 20.00 32.50
 1000100000000000 1000110010000000 0.0 16.00 20.00 32.50
 1000100000000000 0100111001000000 0.0 16.00 20.00 35.00
 1000100000000000 0110111111110110 0.0 16.00 24.00 40.00
 1100010000000000 0000000000000000 0.335475 16.00 4.00 20.00
